"protein_id","n_valid","loess_corr","loess_corr_abs","loess_mae_z","loess_converged","effective_span","rank","EntrezGeneSymbol","TargetFullName","Target","UniProt"
"X18240.6",490,0.990227172914798,0.990227172914798,0.0739736740577451,TRUE,0.75,1,"OMP","Olfactory marker protein","OMP","P47874"
"X23677.30",493,0.988912830872172,0.988912830872172,0.183921937413746,TRUE,0.75,2,"NCKIPSD","NCK-interacting protein with SH3 domain","SPN90","Q9NZQ3"
"X15612.5",493,0.988213166332575,0.988213166332575,0.0974810524566627,TRUE,0.75,3,"LIN7B","Protein lin-7 homolog B","LIN7B","Q9HAP6"
"X18218.48",494,0.982633013291599,0.982633013291599,0.0920119810067933,TRUE,0.75,4,"CNRIP1","CB1 cannabinoid receptor-interacting protein 1","CB032","Q96F85"
"X9282.12",491,0.978160256425528,0.978160256425528,0.160074880088927,TRUE,0.75,5,"CRISP2","Cysteine-rich secretory protein 2","CRIS2","P16562"
"X21717.44",491,0.975208443553709,0.975208443553709,0.19425408824771,TRUE,0.75,6,"UBE2Q2","Ubiquitin-conjugating enzyme E2 Q2","UB2Q2","Q8WVN8"
"X4903.72",494,0.975196773853489,0.975196773853489,0.312527193131003,TRUE,0.75,7,"PPP3CA|PPP3R1","Calcineurin","Calcineurin","Q08209|P63098"
"X15522.2",493,0.973458924388726,0.973458924388726,0.25784308911257,TRUE,0.75,8,"GLIPR2","Golgi-associated plant pathogenesis-related protein 1","GAPR1","Q9H4G4"
"X6555.58",486,0.972272449189104,0.972272449189104,0.152220405325384,TRUE,0.75,9,"STOML2","Stomatin-like protein 2, mitochondrial","Stomatin-like protein 2","Q9UJZ1"
"X10457.3",492,0.971997105042471,0.971997105042471,0.112820768668347,TRUE,0.75,10,"IL18RAP","Interleukin-18 receptor accessory protein","IL-18 Rb","O95256"
"X18910.45",491,0.971784687529068,0.971784687529068,0.304662422268377,TRUE,0.75,11,"LIN7A","Protein lin-7 homolog A","LIN7A","O14910"
"X20585.5",487,0.969447567073846,0.969447567073846,0.534802581782813,TRUE,0.75,12,"CD300LG","CMRF35-like molecule 9","CLM9","Q6UXG3"
"X14157.21",495,0.968603319685428,0.968603319685428,0.132841746216711,TRUE,0.75,13,"YWHAE","14-3-3 protein epsilon","14-3-3E","P62258"
"X22479.64",489,0.96840484622412,0.96840484622412,0.371909369616728,TRUE,0.75,14,"IP6K2","Inositol hexakisphosphate kinase 2","IP6K2","Q9UHH9"
"X17435.43",487,0.966969164466672,0.966969164466672,0.468932106261155,TRUE,0.75,15,"ETFA","Electron transfer flavoprotein subunit alpha, mitochondrial","ETFA","P13804"
"X14150.7",492,0.966893984249328,0.966893984249328,0.263972068232361,TRUE,0.75,16,"IL36A","Interleukin-36 alpha","IL-1F6","Q9UHA7"
"X22816.4",464,0.966676445170344,0.966676445170344,0.30498055677667,TRUE,0.75,17,"TRIM54","Tripartite motif-containing protein 54","TRI54","Q9BYV2"
"X10064.12",464,0.966384562897328,0.966384562897328,0.297641275137563,TRUE,0.75,18,"RBBP9","Putative hydrolase RBBP9","RBBP9","O75884"
"X11516.7",485,0.96414802366492,0.96414802366492,0.17057184567559,TRUE,0.75,19,"FABP1","Fatty acid-binding protein, liver","FABPL","P07148"
"X5013.2",493,0.96394936518191,0.96394936518191,0.180371662172395,TRUE,0.75,20,"CLIC1","Chloride intracellular channel protein 1","NCC27","O00299"
"X9121.28",494,0.962583879422677,0.962583879422677,0.138199074872339,TRUE,0.75,21,"FUT2","Galactoside 2-alpha-L-fucosyltransferase 2","FUT2","Q10981"
"X10815.2",489,0.960776767382872,0.960776767382872,0.219893794273057,TRUE,0.75,22,"HABP4","Intracellular hyaluronan-binding protein 4","HABP4","Q5JVS0"
"X12632.14",493,0.960692803927975,0.960692803927975,0.130400652698845,TRUE,0.75,23,"NAT1","Arylamine N-acetyltransferase 1","ARY1","P18440"
"X5736.1",484,0.960462923585072,0.960462923585072,0.460955284685074,TRUE,0.75,24,"TREML2","Trem-like transcript 2 protein","TRML2","Q5T2D2"
"X11696.7",490,0.959953123395043,0.959953123395043,0.327184877753364,TRUE,0.75,25,"CRABP2","Cellular retinoic acid-binding protein 2","RABP2","P29373"
"X23567.37",490,0.959912415927645,0.959912415927645,0.290985883132669,TRUE,0.75,26,"GNAQ","Guanine nucleotide-binding protein G(q) subunit alpha","GNAQ","P50148"
"X21166.1",492,0.959432723577062,0.959432723577062,0.297514123086844,TRUE,0.75,27,"CTDSP1","Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1","CTDS1","Q9GZU7"
"X11355.10",481,0.958019759486071,0.958019759486071,0.29434447159268,TRUE,0.75,28,"EIF5A2","Eukaryotic translation initiation factor 5A-2","IF5A2","Q9GZV4"
"X15453.3",493,0.957858579721976,0.957858579721976,0.287583712464668,TRUE,0.75,29,"AMBP","Alpha-1-microglobulin","a1-Microglobulin","P02760"
"X11570.94",489,0.956548942824361,0.956548942824361,0.287153305260637,TRUE,0.75,30,"BCAP29","B-cell receptor-associated protein 29","BAP29","Q9UHQ4"
"X11649.3",490,0.956249696540418,0.956249696540418,0.240368968205193,TRUE,0.75,31,"SMAP1","Stromal membrane-associated protein 1","SMAP1","Q8IYB5"
"X24409.2",492,0.955947459275981,0.955947459275981,0.120064132800137,TRUE,0.75,32,"RDH13","Retinol dehydrogenase 13","RDH13","Q8NBN7"
"X22483.109",487,0.954970681762088,0.954970681762088,0.178736899192062,TRUE,0.75,33,"KRT71","Keratin, type II cytoskeletal 71","K2C71","Q3SY84"
"X17320.19",478,0.954837428334166,0.954837428334166,0.30067479014509,TRUE,0.75,34,"AASDHPPT","L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase","ADPPT","Q9NRN7"
"X13453.2",492,0.954827594407021,0.954827594407021,0.224133098791268,TRUE,0.75,35,"MRPL33","39S ribosomal protein L33, mitochondrial","RM33","O75394"
"X14125.5",484,0.95466640050441,0.95466640050441,0.298397957620263,TRUE,0.75,36,"APOM","Apolipoprotein M","ApoM","O95445"
"X11089.7",495,0.954502319774575,0.954502319774575,0.447903970902001,TRUE,0.75,37,"IGHA1|IGHA2","Immunoglobulin A","IgA","P01876|P01877"
"X14104.1",487,0.954395892832327,0.954395892832327,0.142890760932696,TRUE,0.75,38,"TRIL","TLR4 interactor with leucine rich repeats:Cytoplasmic domain","TRIL:CD","Q7L0X0"
"X13484.69",489,0.954018662698844,0.954018662698844,0.670396640069297,TRUE,0.75,39,"COL1A1","Collagen alpha-1(I) chain:N-term propeptide","CO1A1:N-term propeptide","P02452"
"X4124.24",492,0.953423428348164,0.953423428348164,0.248491795406815,TRUE,0.75,40,"HSPA1A","Heat shock 70 kDa protein 1A","HSP 70","P0DMV8"
"X12895.28",481,0.952585429030274,0.952585429030274,0.372148207055065,TRUE,0.75,41,"DGKB","Diacylglycerol kinase beta","DGKB","Q9Y6T7"
"X14618.26",491,0.952465661271848,0.952465661271848,0.551342540917641,TRUE,0.75,42,"VOPP1","Vesicular, overexpressed in cancer, prosurvival protein 1","ECOP","Q96AW1"
"X10530.8",491,0.952311940800722,0.952311940800722,0.392135583311822,TRUE,0.75,43,"PSMB6","Proteasome subunit beta type-6","PSB6","P28072"
"X4995.16",493,0.952090300601395,0.952090300601395,0.139367827130134,TRUE,0.75,44,"HPGD","15-hydroxyprostaglandin dehydrogenase [NAD(+)]","HPG-","P15428"
"X12692.56",486,0.952046099941576,0.952046099941576,0.317622256812267,TRUE,0.75,45,"DOT1L","Histone-lysine N-methyltransferase, H3 lysine-79 specific","DOT1L","Q8TEK3"
"X9277.16",479,0.951887973953505,0.951887973953505,0.350040221978919,TRUE,0.75,46,"REG3A","Regenerating islet-derived protein 3-alpha","PAP1","Q06141"
"X2567.5",492,0.951744009679815,0.951744009679815,0.409427331024312,TRUE,0.75,47,"CFI","Complement factor I","Factor I","P05156"
"X3284.75",474,0.95080446698604,0.95080446698604,0.211552793899448,TRUE,0.75,48,"BGN","Biglycan","BGN","P21810"
"X9306.7",492,0.949410521808978,0.949410521808978,0.225153297725362,TRUE,0.75,49,"DEFB118","Beta-defensin 118","DB118","Q96PH6"
"X20241.9",490,0.949259773581642,0.949259773581642,0.360245249503074,TRUE,0.75,50,"SNAP23","Synaptosomal-associated protein 23","SNP23","O00161"
"X18841.1",462,0.949154202809024,0.949154202809024,0.234213816922639,TRUE,0.75,51,"SERPINB13","Serpin B13","SPB13","Q9UIV8"
"X3293.2",490,0.948754013378634,0.948754013378634,0.287550501536967,TRUE,0.75,52,"CD5L","CD5 antigen-like","CD5L","O43866"
"X16561.9",494,0.94754646317073,0.94754646317073,0.296567617959053,TRUE,0.75,53,"A1BG","Alpha-1B-glycoprotein","Alpha-1B-glycoprotein","P04217"
"X11513.92",490,0.947221190148019,0.947221190148019,0.290996339485763,TRUE,0.75,54,"CD38","ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1","CD38","P28907"
"X12643.4",495,0.946240952008454,0.946240952008454,0.229226810628484,TRUE,0.75,55,"ARRB1","Beta-arrestin-1","ARRB1","P49407"
"X3447.64",489,0.945643653390516,0.945643653390516,0.221325645446756,TRUE,0.75,56,"CXCL8","Interleukin-8","IL-8","P10145"
"X11207.3",492,0.945614134879634,0.945614134879634,0.398822335597141,TRUE,0.75,57,"MSR1","Macrophage scavenger receptor types I and II:Cytoplasmic domain","Macrophage scavenger receptor:CD","P21757"
"X23269.40",491,0.944900792583675,0.944900792583675,0.188223413480652,TRUE,0.75,58,"CMTM4","CKLF-like MARVEL transmembrane domain-containing protein 4","CKLF4","Q8IZR5"
"X18380.78",492,0.944325685269326,0.944325685269326,0.186685122446322,TRUE,0.75,59,"ALB","Serum albumin","Albumin","P02768"
"X23274.27",495,0.943753814881682,0.943753814881682,0.37046823990637,TRUE,0.75,60,"EFCAB1","EF-hand calcium-binding domain-containing protein 1","EFCB1","Q9HAE3"
"X6974.6",490,0.943713404435691,0.943713404435691,0.397272764861392,TRUE,0.75,61,"CD74","HLA class II histocompatibility antigen gamma chain","HG2A","P04233"
"X15418.25",494,0.943486389183557,0.943486389183557,0.326771633019973,TRUE,0.75,62,"MAPK10","Mitogen-activated protein kinase 10","MK10","P53779"
"X2855.49",485,0.943185394662544,0.943185394662544,0.108365841614735,TRUE,0.75,63,"MAPK3","Mitogen-activated protein kinase 3","ERK-1","P27361"
"X20090.63",485,0.942895639655303,0.942895639655303,0.374092409675524,TRUE,0.75,64,"UBE2E3","Ubiquitin-conjugating enzyme E2 E3","UB2E3","Q969T4"
"X12562.1",483,0.942759452439488,0.942759452439488,0.250078513378386,TRUE,0.75,65,"PKN1","Serine/threonine-protein kinase N1","PKN1","Q16512"
"X13580.2",491,0.941604585840239,0.941604585840239,0.442528908071014,TRUE,0.75,66,"UAP1","UDP-N-acetylhexosamine pyrophosphorylase","Sperm-associated antigen 2","Q16222"
"X25967.34",489,0.941450553808389,0.941450553808389,0.393781261269029,TRUE,0.75,67,"TIMP1","Metalloproteinase inhibitor 1","TIMP-1","P01033"
"X3896.5",481,0.940657489894609,0.940657489894609,0.326872666315002,TRUE,0.75,68,"PGAM1","Phosphoglycerate mutase 1","Phosphoglycerate mutase 1","P18669"
"X16885.49",494,0.94062824486851,0.94062824486851,0.2811681458194,TRUE,0.75,69,"MAPRE3","Microtubule-associated protein RP/EB family member 3","MARE3","Q9UPY8"
"X23341.16",492,0.940586720568875,0.940586720568875,0.236813565856157,TRUE,0.75,70,"DMC1","Meiotic recombination protein DMC1/LIM15 homolog","DMC1","Q14565"
"X11531.24",492,0.939684794084328,0.939684794084328,0.347326358235454,TRUE,0.75,71,"VSIR","V-type immunoglobulin domain-containing suppressor of T-cell activation:Cytoplasmic domain","GI24:CD","Q9H7M9"
"X24915.123",493,0.93955692982442,0.93955692982442,0.445389883925173,TRUE,0.75,72,"CAPN13","Calpain-13","CAN13","Q6MZZ7"
"X9383.24",487,0.939258696198101,0.939258696198101,0.218607558946788,TRUE,0.75,73,"CHI3L2","Chitinase-3-like protein 2","CH3L2","Q15782"
"X9808.41",491,0.939224291750813,0.939224291750813,0.306542546600281,TRUE,0.75,74,"TNRC6B","Trinucleotide repeat-containing gene 6B protein","TNR6B","Q9UPQ9"
"X5858.6",495,0.939082900712105,0.939082900712105,0.217304654740538,TRUE,0.75,75,"YWHAZ","14-3-3 protein zeta/delta","14-3-3 protein zeta/delta","P63104"
"X19274.80",489,0.93901820363925,0.93901820363925,0.531012400227277,TRUE,0.75,76,"SNTA1","Alpha-1-syntrophin","Alpha-1-syntrophin","Q13424"
"X10758.2",475,0.938329870866581,0.938329870866581,0.433507887812754,TRUE,0.75,77,"KERA","Keratocan","KERA","O60938"
"X12370.30",491,0.938300150611815,0.938300150611815,0.32842802423919,TRUE,0.75,78,"APOF","Apolipoprotein F","Apo F","Q13790"
"X13578.98",490,0.937940784942926,0.937940784942926,0.37165642782225,TRUE,0.75,79,"ABLIM3","Actin-binding LIM protein 3","ABLM3","O94929"
"X25219.17",494,0.936822232862517,0.936822232862517,0.271863090866973,TRUE,0.75,80,"ATP6V1F","V-type proton ATPase subunit F","VATF","Q16864"
"X19177.7",493,0.936530831660371,0.936530831660371,0.47951852931878,TRUE,0.75,81,"MOB1B","MOB kinase activator 1B","MOL1A","Q7L9L4"
"X17742.2",490,0.936422826972056,0.936422826972056,0.425693999858366,TRUE,0.75,82,"RRAS","Ras-related protein R-Ras","RRAS","P10301"
"X8021.59",473,0.935830942493805,0.935830942493805,0.399837367192156,TRUE,0.75,83,"MRPL14","39S ribosomal protein L14, mitochondrial","RM14","Q6P1L8"
"X12578.13",487,0.935121507946585,0.935121507946585,0.431869157744012,TRUE,0.75,84,"ARF3","ADP-ribosylation factor 3","ARF3","P61204"
"X24904.121",487,0.935093934609034,0.935093934609034,0.406968031205936,TRUE,0.75,85,"STXBP4","Syntaxin-binding protein 4","STXB4","Q6ZWJ1"
"X15460.9",492,0.934989478945169,0.934989478945169,0.320825645903816,TRUE,0.75,86,"DPP4","Dipeptidyl peptidase 4","CD26","P27487"
"X22466.27",488,0.934821714894491,0.934821714894491,0.551543985544248,TRUE,0.75,87,"HES5","Transcription factor HES-5","HES5","Q5TA89"
"X21836.9",464,0.934146781107476,0.934146781107476,0.34245822117972,TRUE,0.75,88,"SSTR1","Somatostatin receptor type 1","SSR1","P30872"
"X23669.20",491,0.934101775071623,0.934101775071623,0.4158131708709,TRUE,0.75,89,"GFPT2","Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2","GFPT2","O94808"
"X9627.15",493,0.934013580846962,0.934013580846962,0.275791679108894,TRUE,0.75,90,"VIT","Vitrin","VITRN","Q6UXI7"
"X14091.42",495,0.93293011309909,0.93293011309909,0.251135234584114,TRUE,0.75,91,"CBR3","Carbonyl reductase [NADPH] 3","Carbonyl reductase 3","O75828"
"X8221.19",495,0.932854025719909,0.932854025719909,0.346715909124033,TRUE,0.75,92,"MIF","Macrophage migration inhibitory factor","MIF","P14174"
"X24909.40",494,0.932614549353104,0.932614549353104,0.246178885859087,TRUE,0.75,93,"PLCD1","1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase delta-1","Phospholipase C-delta-1","P51178"
"X13493.5",490,0.931909561668033,0.931909561668033,0.357238516190453,TRUE,0.75,94,"GRID1","Glutamate receptor ionotropic, delta-1","GRID1","Q9ULK0"
"X16810.3",494,0.931263011515859,0.931263011515859,0.151642244247339,TRUE,0.75,95,"GDI1","Rab GDP dissociation inhibitor alpha","RhoGDI","P31150"
"X23411.108",484,0.930566290643263,0.930566290643263,0.20813409950958,TRUE,0.75,96,"PNMA2","Paraneoplastic antigen Ma2","PNMA2","Q9UL42"
"X13690.26",487,0.930351691540927,0.930351691540927,0.338849302909635,TRUE,0.75,97,"BGN","Biglycan","BGN","P21810"
"X13672.3",485,0.930245977286078,0.930245977286078,0.61093817571265,TRUE,0.75,98,"HSPA6","Heat shock 70 kDa protein 6","HSP76","P17066"
"X19112.2",487,0.930232020517745,0.930232020517745,0.336134801246375,TRUE,0.75,99,"TCEAL3","Transcription elongation factor A protein-like 3","TCAL3","Q969E4"
"X19338.3",492,0.930105725315506,0.930105725315506,0.534888941163872,TRUE,0.75,100,"LZIC","Protein LZIC","LZIC","Q8WZA0"
"X9765.4",492,0.929825408177378,0.929825408177378,0.286301399461693,TRUE,0.75,101,"NDE1","Nuclear distribution protein nudE homolog 1","NDE1","Q9NXR1"
"X17783.9",493,0.929774364055929,0.929774364055929,0.611659757008343,TRUE,0.75,102,"MMAB","Cob(I)yrinic acid a,c-diamide adenosyltransferase, mitochondrial","MMAB","Q96EY8"
"X17814.8",475,0.92975093086346,0.92975093086346,0.316106078267651,TRUE,0.75,103,"BPNT1","3'(2'),5'-bisphosphate nucleotidase 1","BPNT1","O95861"
"X9738.7",495,0.929411690207416,0.929411690207416,0.427258151531961,TRUE,0.75,104,"FAF2","FAS-associated factor 2","FAF2","Q96CS3"
"X20451.126",493,0.929205807874939,0.929205807874939,0.234139532449148,TRUE,0.75,105,"IFT22","Intraflagellar transport protein 22 homolog","IFT22","Q9H7X7"
"X12414.31",495,0.929126535686218,0.929126535686218,0.197146458692196,TRUE,0.75,106,"YWHAB","14-3-3 protein beta/alpha","14-3-3 protein beta/alpha","P31946"
"X24674.22",485,0.928659052404522,0.928659052404522,0.429572475891258,TRUE,0.75,107,"EGLN2","Egl nine homolog 2","EGLN2","Q96KS0"
"X8901.40",494,0.928602383623633,0.928602383623633,0.28640360932526,TRUE,0.75,108,"YWHAG","14-3-3 protein gamma","14-3-3 protein gamma","P61981"
"X14623.26",495,0.927727774594553,0.927727774594553,0.429527776950103,TRUE,0.75,109,"SUMO3","Small ubiquitin-related modifier 3","SUMO3","P55854"
"X12704.26",472,0.927118645711952,0.927118645711952,0.341175688205445,TRUE,0.75,110,"SH2D3C","SH2 domain-containing protein 3C","SH2D3","Q8N5H7"
"X22826.2",486,0.926971283167476,0.926971283167476,0.225701042792378,TRUE,0.75,111,"VHLL","Von Hippel-Lindau-like protein","VHLL","Q6RSH7"
"X18226.148",494,0.926304777137098,0.926304777137098,0.418836880147712,TRUE,0.75,112,"COX5A","Cytochrome c oxidase subunit 5A, mitochondrial","COX5A","P20674"
"X22430.15",491,0.925159285067908,0.925159285067908,0.330956242793758,TRUE,0.75,113,"CHN1","N-chimaerin","CHIN","P15882"
"X20575.82",490,0.92499461805753,0.92499461805753,0.332766555305494,TRUE,0.75,114,"CLEC9A","C-type lectin domain family 9 member A","CLC9A","Q6UXN8"
"X17357.33",490,0.924957779602615,0.924957779602615,0.520954350905816,TRUE,0.75,115,"SEPSECS","O-phosphoseryl-tRNA(Sec) selenium transferase","SPCS","Q9HD40"
"X7839.99",495,0.924957758641928,0.924957758641928,0.497465503454207,TRUE,0.75,116,"TAFA3","Protein FAM19A3","F19A3","Q7Z5A8"
"X21528.12",491,0.924689834554097,0.924689834554097,0.199407324481835,TRUE,0.75,117,"BMF","Bcl-2-modifying factor","BMF","Q96LC9"
"X15474.7",495,0.924261395866011,0.924261395866011,0.179768828360296,TRUE,0.75,118,"PIN1","Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1","PIN1","Q13526"
"X24708.7",484,0.923794442573654,0.923794442573654,0.272296511245522,TRUE,0.75,119,"DHRS3","Short-chain dehydrogenase/reductase 3","DHRS3","O75911"
"X18175.65",479,0.923710819343083,0.923710819343083,0.296830503891817,TRUE,0.75,120,"VAT1","Synaptic vesicle membrane protein VAT-1 homolog","VAT1","Q99536"
"X11681.8",494,0.923626589727374,0.923626589727374,0.241727616482216,TRUE,0.75,121,"AGFG1","Arf-GAP domain and FG repeat-containing protein 1","NUPL","P52594"
"X19111.10",492,0.923367914982307,0.923367914982307,0.275842337924015,TRUE,0.75,122,"UBE2M","NEDD8-conjugating enzyme Ubc12","UBC12","P61081"
"X13384.110",495,0.923287398257866,0.923287398257866,0.278858898120411,TRUE,0.75,123,"FH","Fumarate hydratase, mitochondrial","FUMH","P07954"
"X21863.11",485,0.922602505785215,0.922602505785215,0.373541277536029,TRUE,0.75,124,"NUBP2","Cytosolic Fe-S cluster assembly factor NUBP2","NUBP2","Q9Y5Y2"
"X12340.17",493,0.922250099639106,0.922250099639106,0.283419540001282,TRUE,0.75,125,"AARS1","Alanine--tRNA ligase, cytoplasmic","SYAC","P49588"
"X4179.57",495,0.92183679088962,0.92183679088962,0.190101254506483,TRUE,0.75,126,"YWHAG","14-3-3 protein gamma","14-3-3 protein gamma","P61981"
"X18339.207",495,0.921721818803002,0.921721818803002,0.419114794106086,TRUE,0.75,127,"PSMB3","Proteasome subunit beta type-3","PSB3","P49720"
"X4831.4",493,0.921720798194453,0.921720798194453,0.51137624936827,TRUE,0.75,128,"SELL","L-Selectin","sL-Selectin","P14151"
"X23617.15",488,0.921303686025149,0.921303686025149,0.269939903783719,TRUE,0.75,129,"HYPK","Huntingtin-interacting protein K","HYPK","Q9NX55"
"X3115.64",489,0.920831272815684,0.920831272815684,0.297929359014106,TRUE,0.75,130,"MAPK1","Mitogen-activated protein kinase 1","MK01","P28482"
"X13256.21",493,0.920720864904081,0.920720864904081,0.404318815738363,TRUE,0.75,131,"SHANK1","SH3 and multiple ankyrin repeat domains protein 1","SHAN1","Q9Y566"
"X5668.49",474,0.920545468293044,0.920545468293044,0.470215084137465,TRUE,0.75,132,"AGR3","Anterior gradient protein 3","AGR3","Q8TD06"
"X8028.22",494,0.920544684344894,0.920544684344894,0.531250503331259,TRUE,0.75,133,"SPINK5","Serine protease inhibitor Kazal-type 5","SPINK5","Q9NQ38"
"X5360.9",489,0.920248209459522,0.920248209459522,0.21376521757303,TRUE,0.75,134,"AKT2","RAC-beta serine/threonine-protein kinase","PKB beta","P31751"
"X10626.116",494,0.920144591664328,0.920144591664328,0.306889090756162,TRUE,0.75,135,"ST6GALNAC3","Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3","SIA7C","Q8NDV1"
"X18883.4",480,0.919930786659895,0.919930786659895,0.165786956315495,TRUE,0.75,136,"DSTN","Destrin","DEST","P60981"
"X17475.18",494,0.919870997233039,0.919870997233039,0.547470486120626,TRUE,0.75,137,"PBK","Lymphokine-activated killer T-cell-originated protein kinase","TOPK","Q96KB5"
"X23387.18",484,0.919744721148361,0.919744721148361,0.25727112757643,TRUE,0.75,138,"TIPRL","TIP41-like protein","TIPRL","O75663"
"X9315.16",469,0.919686621432101,0.919686621432101,0.3954495641969,TRUE,0.75,139,"MUL1","Mitochondrial ubiquitin ligase activator of NFKB 1:Mitochindrial intermembrane domain","MUL1:MIMD","Q969V5"
"X25266.14",495,0.919201733565349,0.919201733565349,0.377317326128352,TRUE,0.75,140,"OSBPL1A","Oxysterol-binding protein-related protein 1","OSBL1","Q9BXW6"
"X11830.48",495,0.919169082284296,0.919169082284296,0.229372617530685,TRUE,0.75,141,"PTPN11","Tyrosine-protein phosphatase non-receptor type 11","SHP-2","Q06124"
"X12861.13",495,0.919051933445608,0.919051933445608,0.202067298596956,TRUE,0.75,142,"TMOD3","Tropomodulin-3","TMOD3","Q9NYL9"
"X4240.31",495,0.91874154838905,0.91874154838905,0.415076968641173,TRUE,0.75,143,"PKM","Pyruvate kinase PKM","M2-PK","P14618"
"X9444.70",490,0.918464826410288,0.918464826410288,0.42451523776184,TRUE,0.75,144,"DGCR6","Protein DGCR6","DGCR6","Q14129"
"X9933.49",476,0.918357698154982,0.918357698154982,0.299797681646625,TRUE,0.75,145,"ATP1B4","Protein ATP1B4","AT1B4","Q9UN42"
"X17453.34",488,0.917654509511709,0.917654509511709,0.676379893047865,TRUE,0.75,146,"CP","Ceruloplasmin","Ceruloplasmin","P00450"
"X10382.1",487,0.917201993381163,0.917201993381163,0.337714291941918,TRUE,0.75,147,"ANGPTL3","Angiopoietin-related protein 3","ANGL3","Q9Y5C1"
"X18253.8",486,0.917194872292119,0.917194872292119,0.421015457003672,TRUE,0.75,148,"SSBP1","Single-stranded DNA-binding protein, mitochondrial","SSB","Q04837"
"X12499.108",494,0.917010214351059,0.917010214351059,0.20223181240622,TRUE,0.75,149,"SH3GL2","Endophilin-A1","SH3G2","Q99962"
"X15524.30",491,0.916739204883814,0.916739204883814,0.330840186392127,TRUE,0.75,150,"PGAM2","Phosphoglycerate mutase 2","PGAM2","P15259"
"X25233.2",493,0.916138596488417,0.916138596488417,0.315629689217501,TRUE,0.75,151,"MPI","Mannose-6-phosphate isomerase","MPI","P34949"
"X13545.97",493,0.914442793155552,0.914442793155552,0.313783873813201,TRUE,0.75,152,"EIF1AD","Probable RNA-binding protein EIF1AD","EIF1A","Q8N9N8"
"X8070.88",489,0.913793317556319,0.913793317556319,0.317535477609783,TRUE,0.75,153,"DLG4","Disks large homolog 4","DLG4","P78352"
"X18888.37",494,0.913705000632611,0.913705000632611,0.604231544931444,TRUE,0.75,154,"FABP12","Fatty acid-binding protein 12","FBP12","A6NFH5"
"X19243.2",493,0.913703800332205,0.913703800332205,0.216141106156727,TRUE,0.75,155,"PFDN2","Prefoldin subunit 2","PFD2","Q9UHV9"
"X21764.99",495,0.912841659789284,0.912841659789284,0.313503038253431,TRUE,0.75,156,"USP30","Ubiquitin carboxyl-terminal hydrolase 30","UBP30","Q70CQ3"
"X2768.56",485,0.911807346754499,0.911807346754499,0.329438402236779,TRUE,0.75,157,"HPX","Hemopexin","Hemopexin","P02790"
"X15544.25",477,0.911380743172678,0.911380743172678,0.374450953163212,TRUE,0.75,158,"KLK14","Kallikrein-14","kallikrein 14","Q9P0G3"
"X4482.66",495,0.910925623251116,0.910925623251116,0.336006080010824,TRUE,0.75,159,"C5|C6","Complement C5b-C6 complex","C5b, 6 Complex","P01031|P13671"
"X15582.25",490,0.910646294265206,0.910646294265206,0.193151779750329,TRUE,0.75,160,"FCN1","Ficolin-1","FCN1","O00602"
"X9092.33",490,0.909354350887624,0.909354350887624,0.349467521084295,TRUE,0.75,161,"ANGPTL1","Angiopoietin-related protein 1:N-term","ANGL1:N-term","O95841"
"X3617.80",489,0.909103611925212,0.909103611925212,0.254021218345217,TRUE,0.75,162,"HGFAC","Hepatocyte growth factor activator","HGFA","Q04756"
"X12838.28",492,0.909042794141423,0.909042794141423,0.28878046037038,TRUE,0.75,163,"DUSP15","Dual specificity protein phosphatase 15","DUS15","Q9H1R2"
"X7918.114",477,0.908804501359516,0.908804501359516,0.540366430354742,TRUE,0.75,164,"AMY1A","Alpha-amylase 1","Amylase, alpha 1A","P04745"
"X21370.45",492,0.908768683091857,0.908768683091857,0.348094562743352,TRUE,0.75,165,"SKA1","Spindle and kinetochore-associated protein 1","SKA1","Q96BD8"
"X2977.7",490,0.908745785864864,0.908745785864864,0.322338575595233,TRUE,0.75,166,"EDAR","Tumor necrosis factor receptor superfamily member EDAR","EDAR","Q9UNE0"
"X5982.50",495,0.908612725233236,0.908612725233236,0.312349981555366,TRUE,0.75,167,"CFHR1","Complement factor H-related protein 1","FHR1","Q03591"
"X21282.21",488,0.908103639071275,0.908103639071275,0.375076718535545,TRUE,0.75,168,"TNIP1","TNFAIP3-interacting protein 1","TNIP1","Q15025"
"X3329.14",462,0.907744316963472,0.907744316963472,0.397645250894367,TRUE,0.75,169,"PGLYRP1","Peptidoglycan recognition protein 1","PGRP-S","O75594"
"X9082.25",494,0.907261591952597,0.907261591952597,0.634148083098108,TRUE,0.75,170,"SEL1L2","Protein sel-1 homolog 2","SE1L2","Q5TEA6"
"X25922.7",491,0.907165718584274,0.907165718584274,0.397092906551862,TRUE,0.75,171,"LRP5","Low-density lipoprotein receptor-related protein 5","LRP5","O75197"
"X16785.45",477,0.907165676536273,0.907165676536273,0.403944388640687,TRUE,0.75,172,"DEFA5","Defensin-5","HD-5","Q01523"
